VALLU_PISTENRO;VALLU_NIMI;DIGISTOPTUNNISTE;X_KOORD;Y_KOORD;KUNTAKOODI
80043;HONKALAMPI YLÄMYLLYNTIE;177451;3629243;6948389;426
7063;HAAVANPÄÄ;178528;3652547;6933565;167
7988;PÖLJÄ;178965;3531456;7003953;749
87826;NUOTTAPOLKU;183117;3535082;6986616;749
34611;PUOLANKA, MATKAHUOLTO;183870;3531752;7197108;620
200259;KAUPUNGINTALO, RAASTUVANKATU E;186497;3228326;7010529;905
887;MARTINLAAKSONTIEN LIITTYMÄ, HÄMEENLINNANVÄYLÄ ET.;27335;3382212;6687088;092
8078;MYLLYKOSKI;29306;3488420;6739555;286
7631;RÄÄKKYLÄ;37923;3636060;6914900;707
84;ALAVIESKA;53235;3368990;7121508;009
5024;MAANINKA;53541;3515451;7005562;476
6203;PELKOSENNIEMI;53625;3522080;7445560;583
6205;PYHÄTUNTURI;53627;3511040;7435800;320
1819;LYLY TH;86672;3369067;6866872;177
64421;LÅNGÅMINNE;93729;3232317;6988063;475
8171;SOINI;96362;3357932;6977234;759
4681;LIMINKA TH;98466;3425391;7190170;425
7657;RUUKKI;100901;3409492;7174850;748
7072;REIJOLA;106200;3646432;6940839;167
2504;HEINÄVAARA (ILOMANTSINTIE);107329;3663470;6943375;167
1788;KOPRAVAARA;112818;3636228;6995502;176
7505;SINETTÄ , SINETÄNSALMI TH;123183;3432331;7395705;698
9138;MAANTIEKYLÄ;128826;3389906;6694015;858
3876;KUUSJOKI;131285;3292692;6718227;734
6975;HUUTJÄRVI;134866;3486249;6708723;624
3786;KUUSAMO;150470;3598966;7320334;305
6158;PARIKKALA;160852;3633126;6830404;580
87004;KAIVOKATU (HEINOLA);161050;3448290;6788593;111
87900;VUORELA;163024;3535306;6987141;749
121812;KESKUSTORI;163374;3327703;6825345;837
16349;HARJAVALTA;170329;3239762;6810021;079
3419;SUTELA;171444;3493050;6709852;285
45515;SUTELA;171445;3493166;6709749;285
8979;PUDAS;172259;3371326;7308427;851
17992;JUTIKKALA TH, MOOTTORITIE (LIITTYMÄ 29);172307;3342101;6784753;908
3656;VEHMASMÄKI;172971;3529164;6958304;297
75233;KÄÄRMENIEMENTIEN RISTEYS, VALTATIE 23;173488;3545287;6911769;915
3305;UURO TH;175964;3646401;6960349;276
16278;VAIVIOTH;177428;3632472;6954615;426
87807;ESPOO IKEAN LIITTYMÄ, LOMMILA LÄNTEEN;181874;3370517;6680560;049
87860;HYVINKÄÄ TH, MOOTTORITIE (LIITTYMÄ 16) ETELÄÄN;183297;3380147;6725420;106
4618;LIETO KK;185834;3250408;6718855;423
8046;ITÄINEN JOKIPUISTO;185885;3405196;6697057;753
3474;KUHMALAHTIKK;;3370320;6824410;211
1952;VAAJAKOSKI,VESMANNINMÄKI E;;3441312;6905202;179
82158;!!LIMINKA, LINJA-AUTOASEMA;;3424832;7191060;425
9995;VIMPELI;24812;3340320;7010232;934
16645;FISKARI(POHJA);27105;3308189;6673768;710
22232;RENKOMÄKI, ABC:N KOHTA;29646;3426052;6759260;398
6921;PUNKALAIDUN;30379;3289942;6784557;619
7770;SALLA;37968;3573515;7416868;732
9047;PELLO;38673;3366604;7412111;854
4222;LAPPAJÄRVI;53479;3330750;7016820;403
5008;MAALAHTI;53535;3225280;6993410;475
5925;ORIPÄÄ;53617;3266420;6756610;561
7170;RANTASALMI;53679;3568190;6884950;681
8833;TEMMES;53765;3433570;7175240;859
7401;PELLOS TH;81493;3513777;6818106;491
4443;LEMI;83260;3543510;6772827;416
56161;RIITIALA TH;84954;3287625;6868552;143
977;SAIRAKKALA;85777;3408759;6767004;098
200052;KANGASALAN AMMATTIOPPILAITOS;86502;3345851;6819074;211
5871;PIRTTIKYLÄ ;93698;3224708;6968133;545
16128;SALPAKANGAS HOLLOLAN KUNTAKESKUS;103658;3419629;6765168;098
45247;REIJOLAN KOULU;111752;3645966;6941070;167
45253;HAAPAJOKI;111758;3645374;6941981;167
80404;HILTULANLAHDENRAMPPI POHJOISEEN;112084;3530614;6966337;297
17064;OYS;120820;3430389;7213069;564
5058;MARTTILA (TL);131003;3275429;6726447;480
2855;KINNULA;144081;3398870;7031533;256
10181;YLISTARO MATKAHUOLTO;146319;3273071;6990138;743
18729;OSARA TH;151892;3296546;6850446;108
739;VELJESKYLÄ;160482;3449183;6790959;111
7993;SIMPANTIE;162298;3535310;6986927;749
2392;MUSTIO;162401;3326008;6673716;710
7977;LEPPÄKAARRE;162672;3534910;6996500;749
9078;KOVERO(ILOMANTSINTIE);173405;3681390;6944030;167
80046;YLÄMYLLY TEOLLISUUSALUE YLÄMYLLYNTIE;177454;3630060;6948148;426
854;OOPPERATALO, HELSINGINKATU;182130;3385295;6676298;091
87457;KLAUKKALA TH, MOOTTORITIE (LIITTYMÄ 11) ETELÄÄN;183433;3379173;6695764;092
87949;KAIVOKSELA VETOTIE, HÄMEENLINNANVÄYLÄ POHJ.;183441;3382565;6685797;092
71734;PAAVOLAN KOULU;183871;3414594;7168890;748
18722;TAYS;184308;3330516;6825829;837
5994;FRANZENIN PYSÄKKI, KESKUSTA;186570;3428197;7214013;564
1880;KESKUSSAIRAALA (JYVÄSKYLÄ);;3432929;6903590;179
9766;RÄYRINKI;25242;3341100;7034200;924
10284;LAKIALA;31917;3314758;6838502;980
6676;PORI KAUPPATORI;37254;3223140;6830900;609
7402;RISTIINA;53702;3514010;6822140;491
1934;KUOHU;73681;3419660;6907640;179
1942;ORAVASAARI;73709;3443827;6895849;179
4741;HIIDENVESI;74440;3343773;6698120;444
15162;PUNKAHARJU;84699;3626669;6852285;740
647;ETELÄINEN TH;85440;3375965;6774497;109
5226;HÄIJÄÄ VT11;85489;3292867;6827799;790
64454;SEPÄNKYLÄ;93762;3232598;7012638;499
5859;VENESKOSKI;94503;3298297;6968884;743
5282;ALSKAT;96750;3224660;7023145;499
4944;LUOTO;97047;3290366;7079533;440
117015;KAUPPATORIB;103640;3427353;6764523;398
15371;TAIPALE (LAPINLAHTI, VT5);105959;3515904;7039491;402
9901;VIHTIJÄRVI;115074;3364625;6715796;927
81906;KESKUSAUKIO;115162;3641877;6947131;167
16792;VIITANIEMI (JYVÄSKYLÄ);115741;3434186;6905327;179
17010;SURSIK KOULU;117199;3291427;7062980;599
8160;VUOTSO;122074;3505220;7557177;758
4042;VUOSTIMO;122358;3522630;7431271;320
9195;FRIITALA;131612;3226740;6824427;886
87150;PIIKKIÖ KESKUSTA;132371;3253433;6709981;202
7403;RISTIINA TH;134496;3513181;6822730;491
6383;NAARAJÄRVI;135828;3504451;6909039;593
5308;SULVA;144217;3229370;7001264;499
87356;RISTIJÄRVI;148955;3558711;7156235;697
1216;IISALMI RAUTATIEASEMA;154304;3510115;7050995;140
87301;SNELLMANIA, SAVILAHDENTIE;155933;3532577;6976645;297
87262;KESTILÄ;169998;3465862;7139466;791
22365;PAROLA TH, MOOTTORITIE (LIITTYMÄ 27 POHJOISEEN);171021;3357514;6773997;082
6324;KUORTTI TH, UUSI 5-TIE;171852;3469841;6812327;588
74392;HUMALAJOKI (MOOTTORIVÄYLÄ) POHJOISEEN;172753;3529231;6954750;297
7070;NIITTYLAHTI OPISTO;178576;3645645;6936891;167
7290;HANKAMÄKI;178765;3573240;7027403;687
6495;MARTINLAAKSONTIEN LIITTYMÄ, HÄMEENLINNANVÄYLÄ P;183440;3382309;6687008;092
87447;VIIKKI, LAHDENVÄYLÄ ETELÄÄN;183589;3390111;6681411;091
5288;JUNGSUND;185844;3229477;7020709;499
201010;TURKU KAUPPATORI T10;189157;3239738;6713872;853
19139;URJALA AS;21159;3318188;6777360;887
16839;VARKAUSTAULUMÄKI;23024;3545200;6912730;915
23616;ITÄKESKUS;32534;3393797;6679318;091
1178;RUUNUNMYLLY, LAHDENTIE;33145;3366506;6769479;109
3391;KOSKITL;35185;3289170;6733390;284
9284;HIRVASKANGAS;38897;3432569;6935218;992
5104;MERIKARVIA;53555;3211180;6873830;484
6508;PÄNNÄINEN;53651;3291950;7061600;599
5166;SIEKKILÄ;57177;3512932;6842891;491
9623;PYHÄLTÖ;73298;3518656;6738050;075
45770;SUMMA PIKAVUOROPYSÄKKI, YHDYSTIE;73330;3506662;6717239;075
203;MONNINKYLÄ;76365;3420021;6710132;018
1734;LAMPIKANGAS TH;81047;3578504;6778797;405
18848;HEINISTÖ;84932;3290137;6857265;143
2189;KAIVANTOSAIRAALA;85595;3347272;6816460;211
4939;RAUTAJÄRVI;89252;3377510;6813135;635
27;HOISKO;94286;3341430;6995861;005
5851;KOURA;94488;3300632;6963070;743
68018;VORNA TH;97594;3446190;7141447;791
15177;MIESLAHTI;98948;3547757;7143786;578
112127;KAUPPATORIC;103641;3427330;6764627;398
4508;PAUKARLAHTI;105829;3531411;6948567;420
6641;SOTKUMA;111414;3624641;6961557;607
9693;VEHMERSALMI;111476;3552684;6962360;297
80933;TIKKALA;113705;3507931;6838991;491
390;OLKILUOTO VOIMALAITOS;113767;3202131;6804519;051
81231;MIKAELI;114167;3513549;6842797;491
7220;RANUA;123043;3478090;7314944;683
82221;LAUKKOSKI;126304;3412024;6703442;611
82228;HALKIA;126426;3407020;6714256;611
4780;VAPPULA;127721;3333290;6682512;444
1816;KORKEAKOSKI TH;139964;3362572;6855923;177
6546;PIHTIPUDAS;143282;3428882;7030660;601
15910;TEOLLISUUSKYLÄ(MUURAME);143510;3429463;6889253;500
3261;HYTÖLÄ;143964;3458981;6943637;275
42;LEVIJOKI;144961;3345438;6989462;005
5291;KARPERÖ;145170;3232855;7016714;499
69254;OKSAVA;147290;3413732;7080168;069
5271;MUONIO;151799;3361197;7544806;498
84842;KAUPPATORI 11 POHJOISEEN;152427;3434996;6905041;179
17334;KUOPIO LINJA-AUTOASEMA (PUIJONKATU);156211;3534648;6977374;297
10091;VUOLIJOKI;160727;3500117;7120371;205
85933;LAMMENKATU;161716;3605069;6960419;309
815;KUMPULAN KAMPUS, KUSTAA VAASAN TIE;165925;3387378;6678708;091
87496;IDEAPARK;170459;3329027;6810186;418
1354;IKAALINENTH;171275;3292368;6856036;143
7828;SAUVO;172122;3262539;6700247;738
10079;OTANMÄKI TH;172370;3505309;7112690;205
4507;PALOKANGAS;176550;3532178;6938522;420
4500;MUSTINSALO;176604;3557709;6919119;420
80045;YLÄMYLLY TEOLLISUUSALUE YLÄMYLLYNTIE;177453;3629966;6948175;426
7347;REISJÄRVI;183674;3398203;7057582;691
5305;SINGSBY;185851;3230971;7017507;499
8716;TAMMELA  (KANTA-HÄME);185900;3323730;6748610;834
1;ALAHÄRMÄ;188630;3291946;7022357;233
6893;RETRETTI;22086;3620969;6857454;740
4435;RUTALAHTI TH;22400;3451530;6874220;172
6352;PETÄJÄVESI;22850;3406085;6906856;592
9570;LEHTONIEMI LIITTYMÄ;22987;3544742;6911371;915
15350;ALUESAIRAALA;29305;3377394;6739456;694
7039;PYHÄNTÄ;37565;3467530;7111021;630
8945;TOIVAKKA (KSL);38619;3452270;6888430;850
9481;VEKARANJÄRVI VRK;39059;3499060;6778080;286
3232;KOLARI RAUTATIEASEMA;53422;3364150;7477000;273
3260;ÄKÄSLOMPOLO, ÄKÄSHOTELLI;53437;3379921;7504562;273
6329;PERTUNMAA;53645;3472527;6821584;588
7807;SAMMATTI;75418;3324685;6693911;444
17300;IHODE;77256;3207413;6776057;631
386;LAPIJOKI;77305;3213528;6797768;051
5682;NOORMARKKU TH;77839;3227694;6842771;609
4477;LEMU TH;79193;3225692;6728271;481
212;AURA;79949;3259030;6734422;019
6167;SÄRKISALMI;81167;3631918;6835237;580
10324;KIIKKA KK;86127;3273587;6808981;790
15148;UOTSOLA;88028;3288143;6828751;790
3993;VENETPALO TH;97553;3441157;7088991;317
68656;YPPÄRI;98344;3359847;7148106;625
119375;POHJOLANKATU;102776;3535446;7125475;205
9104;PAAKKILA;106609;3585186;6965742;857
5221;VEHKASILTA;113703;3508451;6839001;491
5171;ASILA;113736;3526982;6847164;491
81640;OLLILANPUISTO;114601;3644321;6949517;167
17953;MYLLY (RAISIO);115443;3236454;6718599;680
9886;SAIRAALANMÄKI;115769;3351466;6704213;927
15275;LASILANDIA TH;116105;3455166;6904785;410
18002;KAARINA;117196;3245243;6708761;202
113986;HERUKKA E;120388;3425150;7223182;564
7476;NAPAPIIRI;121786;3449071;7384193;698
7465;LOHINIVA;123304;3411752;7454380;698
3009;KAUKONEN;123344;3410610;7489624;261
2598;ITÄKOSKI;124236;3396449;7317592;241
5810;LINTUMETSÄ;128310;3372844;6699110;543
6313;PERTTELI;131259;3293548;6710050;734
7259;UOTILA(RAUMA);132960;3209535;6792000;684
1731;KORVENKYLÄ (JOUTSENO);134073;3591098;6786417;405
7539;RUOKOLAHTI;135390;3598109;6798948;700
10283;KYRÖNLAHTI;136574;3317620;6850258;980
3559;KUHMOINEN;144090;3403588;6830306;291
15551;SIMO TIENHAARA, VALTATIE 4;150757;3411036;7286528;751
8974;LAIVANIEMI;151174;3377993;7302916;851
9184;TOIJALA;161852;3331598;6788374;020
8819;RAUTATIEASEMA;163859;3328231;6825439;837
87040;VIERUMÄKI LIITTYMÄ, VALTATIE 4;169739;3441980;6778772;111
87448;VIIKKI, LAHDENVÄYLÄ POHJ.;170350;3390145;6681362;091
8605;VAALA;170547;3492479;7162439;785
7075;SUHMURA;178556;3649367;6933350;167
88125;HARTOLAN MATKAHUOLTO;184176;3447541;6830593;081
1752;MUURUVESI;185813;3560390;6990670;174
3821;RUKATUNTURI;185828;3596590;7342380;305
8066;ANJALA KK;185889;3489430;6731100;286
200194;MUSSALO, RAJAKALLIONT./MERITUULENT.;186411;3494018;6703679;285
201131;ALAJÄRVI NESTE;189374;3338352;6993619;005
82388;SAIRAALA PKKS;23516;3643006;6946159;167
2469;PIHKAINMÄKI;24089;3517040;6970920;297
2084;MAARIANVAARA;24109;3595770;6973370;204
3383;HÄMEENKOSKI;29958;3400200;6769595;283
4463;LEMPÄÄLÄ KK;30978;3326270;6805009;418
196;ASKOLA;31215;3423434;6713762;018
15199;KIILOPÄÄ;33363;3519186;7584749;148
3041;HOTELLI LEVITUNTURI;34977;3407482;7525838;261
9174;TUURI;38875;3332331;6948303;010
7959;SIIKAJOKI;47747;3394049;7192756;748
62;ALASTARO;53247;3275790;6767810;430
1003;HONKAJOKI;53303;3251987;6885380;099
1427;ILOMANTSI;53325;3701497;6958006;146
3064;AITTOJÄRVI(KIURUVESI);53401;3470373;7063616;263
6491;EDSEVÖ;53647;3294500;7065770;599
7318;RAUTAVAARA;53689;3564890;7044340;687
8259;SONKAJÄRVI;53733;3526037;7063416;762
16987;SAIRILA TH;57185;3519375;6843997;491
15680;PAIMIO MOTELLI;78611;3264840;6708775;577
8387;PUOLMATKA;81521;3521608;6805421;491
6177;LAMMINKOSKI;84996;3292949;6895137;581
56270;POHJOLA;85063;3446149;6822319;081
8704;MUSTIALA TH;85338;3324393;6750557;834
4862;LÄYLIÄINEN;87377;3361409;6725452;433
64186;AIKUISKOULUTUSKESKUS;93484;3280414;6940455;164
6227;MÖTTÖNEN;94130;3374832;7011007;584
1596;LUOPAJÄRVI;94519;3281848;6948921;164
16306;KUORTANEURHEILUOPISTO;94997;3322176;6973370;300
68013;LESKELÄ;97589;3442046;7120653;791
16477;KAJAANI LENTOASEMA;102845;3532854;7131444;205
2005;JÄMSÄNKOSKI MH;104873;3403936;6869835;182
5544;KAUPPILANMÄKI;107542;3566887;7019895;297
7395;LÖYTÖ;112881;3514389;6826315;491
1110;HYVINKÄÄ TH, MOOTTORITIE (LIITTYMÄ 16) POHJOISEEN;113263;3380277;6725338;106
5156;KARKIALAMPI TH;113640;3511131;6844259;491
100323;TORI;114181;3514690;6842251;491
5724;MARTTILA;114891;3333734;6714623;444
124435;TAIDEMUSEO;115163;3641843;6947121;167
15113;LAPPI TL;115551;3221699;6788301;684
119267;OULU, LINJA-AUTOASEMA;116773;3428683;7213374;564
15153;VILPPULA;117193;3369963;6881953;508
83972;MERIKOSKENKATU E;120714;3428049;7215114;564
5817;NUKARI;128755;3385615;6715104;543
87222;HALIKKO;131158;3283973;6704892;734
87321;RANTAKYLÄ;135539;3510882;6841091;491
18179;LEMPÄÄLÄ VAIHMALA TH, MOOTTORITIE (LIITTYMÄ 34);137801;3329707;6802325;418
6175;KUIVASJÄRVI;138945;3290764;6902606;581
1950;TIKKAKOSKI;142994;3430167;6921064;179
5302;RAIPPALUOTO;145122;3219268;7026759;499
7515;VANTTAUSKOSKI;150907;3486004;7364996;698
18178;TOIJALA TH MOOTTORITIE (LIITTYMÄ 31);152244;3332924;6789984;020
10142;YLI-II;152535;3446417;7253570;564
84959;LUMIJOKI, MH;153027;3414193;7194522;436
24142;RUUNUNMYLLYNTIE P;153985;3365947;6769603;109
18060;NEULAMÄKI TH;156176;3532233;6976144;297
4245;KIISKINMÄKI (LAPPEENRANTA);156710;3572002;6775494;405
88089;NUOLEMO (LIETO);156779;3251536;6719881;423
102272;KURU;161417;3328117;6867950;980
85865;ENTINEN MAATILA;163094;3603455;6960335;309
278;ENO;164334;3660834;6969983;167
87158;NOORMARKKU;169816;3228048;6842183;609
87395;PYHÄJOKI;170242;3368266;7154265;625
87600;IDEAPARKIN TH;170579;3328869;6810643;418
46674;KLAUKKALA TH, MOOTTORITIE (LIITTYMÄ 11) POHJ,;171193;3379275;6695515;092
7460;KÄYRÄMÖ;172078;3469449;7429813;698
80403;LEVÄSENRAMPPI POHJOISEEN;173199;3531726;6973231;297
16713;KIIHTELYSVAARA KOULU;173299;3668243;6935053;167
9572;PÄIVIÖNSAARI;173490;3546626;6912470;915
16911;KERAVANASEMA;182974;3395733;6700769;245
1896;PALOKKA;185815;3433560;6910160;179
5313;VEIKKAALA;185855;3241789;7007808;499
20;VOLTIN KOULU;186295;3290468;7025954;233
37115;KUVERNÖÖRIN PYSÄKKI, KESKUSTA;186572;3428322;7214016;564
7972;KOLMISOPPI;24720;3534836;7005358;749
3453;ALAVETELI;25537;3320130;7072480;288
8958;ARPELA;26305;3381518;7327403;851
9125;JOKELA;29085;3388456;6717691;858
1669;FORSSANTIE, VALTATIE 10;29370;3311326;6749184;169
3873;VOIKKAA;29644;3479507;6759194;286
22796;LUSI TH (4-TIE);30899;3449878;6799564;111
23628;KANGASALANTIE, STURENKATU;32548;3386968;6677727;091
23629;KANGASALANTIE, STURENKATU;32549;3386982;6677771;091
2788;POHJOISJÄRVI;34871;3385000;6900740;249
3450;TIUKKA;35341;3212553;6922891;287
7858;AHOLAHTI;38075;3592952;6865240;740
9475;TUOHIKOTTI;39049;3503840;6775760;286
6840;POIJULA;46516;3522730;7258330;615
2400;KARJALOHJA;53363;3319320;6686150;444
4986;LUVIA;53521;3213160;6817970;442
6060;PADASJOKI;53620;3408173;6806033;576
6966;PUUMALA(ML);53667;3562864;6824597;623
4313;PUKARO TH;74644;3459267;6729267;407
15096;ÅMINNEFORS;75560;3310834;6669940;710
4620;LIETO  VALTATIE 10;77574;3250422;6718835;423
15497;RAJAMÄKI (KERIMÄKI);81830;3607465;6865468;740
56269;POHJOLA;85062;3446088;6822230;081
56295;VEHKASALO TH;85088;3448514;6837651;081
9968;VILJAKKALA TH;86709;3319715;6834025;980
1361;KILVAKKALA;88071;3289201;6856651;143
10357;HUUTOMÄKI;90293;3431893;6941520;992
1967;HIMOS TH;90492;3410059;6865850;182
568;NÄLKÄMÄKI TH;90642;3477900;6917033;077
64286;JOKIKYLÄ;93584;3255218;6982810;399
4793;JOKIKYLÄ;93938;3330834;7105306;272
6235;PERHO;94119;3370602;7014798;584
2373;KARIJOKI;95611;3225568;6922478;218
1549;VANHAKYLÄ(ISOJOKI);95749;3229236;6908827;151
5283;BARKAMOSULVATH;95904;3230451;6999847;499
5010;PAXAL;96020;3228765;6990163;475
5012;VIAS;96028;3226803;6992039;475
8287;KORHOLANMÄKI;98280;3544987;7117124;765
10245;RAUDASKYLÄ;99052;3390904;7101486;977
8332;VUOKATTI URHEILUOPISTON TIENHAARA;99585;3562723;7116216;765
72834;KAUPPATORIE;103644;3427460;6764640;398
8261;SUKEVA NESTE;111629;3521790;7085465;762
80151;ASEMANKYLÄ;111828;3646253;6962008;276
80173;HUOLTAMOTIE;111852;3646410;6963052;276
6961;LUUKKOSENKYLÄ;112613;3563089;6830105;623
118130;KESKI-PALOKKA PÄÄTEPYSÄKKI;114373;3433423;6909967;179
1711;KÄLÄLEVÄPURO;114481;3461559;6861949;172
6728;HINTHAARA;115014;3416046;6700344;638
6719;EPOO;115034;3436220;6693410;638
9832;HIIDENRANTA;115084;3350065;6694619;927
5004;HAVRAS;115463;3226194;6991802;475
262;NAPPA POHJ,TH (VALTATIE 6);115853;3476464;6750036;286
121523;PYHÄSALMI;117357;3449820;7065020;626
121860;HERUKKA P;120380;3425169;7223188;564
8965;KIVIRANTA(TORNIO);122471;3370954;7310887;851
6752;TIRMO;126716;3439125;6682228;638
5807;KUONOMÄKI;128465;3372570;6696677;543
7113;RIIHIKOSKI;130958;3260308;6742376;636
85671;POMARKKU;133552;3236273;6853111;608
10005;KLAMILA;133706;3525359;6711794;935
87817;OIKOTIE, PUUMALA;135580;3562625;6825539;623
88031;VANHA PUUMALANTIE;135585;3562450;6827172;623
15349;JANAKKALA KK;139389;3369495;6756353;165
5877;YTTERMARK;144279;3211983;6950138;545
9329;MUNSALA;145280;3272695;7047379;893
119134;KIVINIEMENTIE;150274;3421854;7225397;564
24083;PAROLANTIE I;153977;3361683;6768000;109
10278;HAAVISTO(YLÖJÄRVI);160128;3318306;6833430;980
7379;RYTTYLÄ;160776;3378356;6747740;086
87005;KAIVOKATU (HEINOLA);161051;3448249;6788527;111
7474;MUUROLA;161269;3427604;7365080;698
18200;JYRINKYLÄ;161935;3630783;6950549;426
7987;PYYLAMPI(SIILINJÄRVI);162310;3532655;6998667;749
9569;KÖNÖNPELTO;162333;3548848;6911012;915
2811;KIIHTELYSVAARA;164188;3667658;6936106;167
106004;JOROINEN LIITTYMÄ, VALTATIE 5;170382;3544181;6897014;171
4993;EVÄJÄRVI TH;171643;3388903;6853929;182
3632;PITKÄLAHDENRAMPPI POHJOISEEN;173198;3531183;6970889;297
1272;PELTOSALMI;174076;3512058;7046462;140
3081;HONKARANTA TH;175740;3488376;7057910;263
16277;KAPRAKKA TH;177192;3622016;6949883;426
7970;KOIVUMÄKI(SIILINJÄRVI);179118;3535354;7012757;749
1870;VEHMAA TH;181846;3542371;6865956;178
23791;VALTIMONTIE, KUSTAA VAASAN TIE;182237;3387622;6679598;091
558;HANKASALMI;193596;3471070;6920613;077
16436;SIIKAMÄKI AS TH;22948;3521416;6909480;593
769;HEINÄVESI;23160;3584373;6925501;090
82410;HONKATIE;23610;3629870;6947998;426
2467;KARTTULA;24137;3498794;6976802;297
1674;LATOVAINIO;29541;3309517;6756770;169
22364;PAROLA TH, MOOTTORITIE (LIITTYMÄ 27 ETELÄÄN);30100;3357613;6773643;082
3014;KITTILÄ LENTOASEMA;34997;3409455;7513611;261
7744;SAARIOINEN;37942;3357505;6822119;211
9117;TUUSJÄRVI;38855;3568310;6974890;857
9617;MYLLYKYLÄ(VEHKALAHTI);39131;3511470;6724150;075
1282;RUNNI;53321;3493310;7054110;140
2379;KYRÖTH;53361;3268090;6740570;636
5049;MAKSAMAA;53545;3251990;7021830;946
5373;MYRSKYLÄ;53581;3437290;6729080;504
7334;SIMPELE;53699;3626480;6816460;689
1954;VESANKA;73745;3426414;6907245;179
15190;KORTEJOKI (KUOPIO);74273;3543142;6978447;297
18160;AURA TH;77454;3257507;6734540;019
4665;YLISKULMA;77606;3257765;6722651;423
8827;TARVASJOKI TH,  VALTATIE 10;77628;3269225;6725199;838
16800;PIIKKIÖ TIE 110;78642;3253237;6709708;202
2313;NIINISALO;80184;3261637;6868182;214
5202;PARKKILA;82295;3525639;6834146;491
18638;MÄNTTÄ SAIR,TH, HIETALAN PYS,;86685;3376733;6879564;508
17872;HÄKKINEN TH;91332;3381492;6889395;249
62202;AIKUISKOULUTUSKESKUS;91372;3381955;6906329;249
9932;KUMPUMÄKI;91803;3452803;7009509;931
1389;HUISSI;93559;3264275;6969702;145
5053;ÖLING;93792;3252375;7020080;946
1553;ISOKYRÖ VALTATIE 16;94168;3262636;6996188;152
123;SYDÄNMAA (ALAVUS);94467;3307826;6956114;010
4410;LEHTIMÄKIKK;95322;3343387;6968870;005
5013;ÖVERMALAX;96024;3227600;6991118;475
68090;ALA-TEMMES;97666;3431063;7185715;425
1693;KOLMA TH;105440;3534500;6909450;171
8499;SALMINEN TH;106461;3517797;6950602;778
1442;MARJOVAARA TH(ILOMANTSINTIE);107397;3690948;6948311;146
80157;HOVINMÄKI (KONTIOLAHTI);111835;3645955;6963708;276
5395;NUMMINEN;114851;3406599;6717489;505
81909;KOSKIKATU A;115166;3641850;6947027;167
82419;HEINÄVAARA KYLÄTIE;116270;3662276;6945292;167
8141;RAUDANJOKITH;121891;3474473;7437192;758
7487;PATOKOSKI;123230;3432261;7420627;698
7497;RANUA TH;123561;3495674;7359335;698
6781;PERÄ-POSIO;123610;3539897;7344008;614
2589;LAPINTIEPAATTIO;124198;3388498;7299304;240
9129;KELLOKOSKI;126180;3396449;6715056;858
8826;TARVASJOKI KIRKKO;130904;3266792;6727209;838
4824;KURITTULA;132889;3281071;6761845;430
6991;SILTAKYLÄ SILTAKYLÄNTIE;133777;3484787;6709424;624
4239;ILOTTULA;135243;3574110;6778113;405
10302;YLINEN;136686;3320476;6840643;980
6600;KYÖSTI;137710;3320079;6822382;604
7939;SIEVIAS;147362;3367168;7100538;746
8604;SÄRÄISNIEMI;147990;3489735;7149545;785
5667;PURSO;151924;3304654;6824875;536
119159;KEMPELE KIRKONKYLÄ E;152930;3429589;7202558;244
124546;KASKITIE, KEVÄTKUMPU 3;157720;3428952;6697400;638
724;OITTI;160761;3392487;6743724;086
16799;VIRRANNIEMI(VALKEALA);160972;3486610;6756273;286
85925;ALATORI;161695;3602951;6960159;309
16387;SIILINJÄRVI ALA-ASTE;163030;3534055;6997026;749
18348;UNNUKKA;163034;3539849;6931847;420
85862;LEIVONMÄKI;163091;3454019;6867997;172
8058;LINDA;169498;3407862;6688650;753
87333;VANHAKYLÄ, MOOTTORITIEN RAMPPI;170170;3439351;6708881;434
2890;KIRKKONUMMI TH LÄNTEEN;171414;3358008;6670000;257
129;ANTTOLA(ML);171698;3534632;6830811;491
7521;YLI-NAMPA;172076;3466513;7410658;698
3601;HILTULANLAHTI;172999;3531330;6967200;297
80042;KOVERO KYLÄTIE;173434;3682120;6943036;167
292;UIMAHARJU;173867;3665848;6983317;167
3275;HOVILA;176224;3639234;6983699;276
6478;SÄVIÄ;178023;3483802;7010305;595
87806;ESPOO, TURUNVÄYLÄ, KEHÄ I LIIT, LÄNTEEN;181873;3379195;6679536;049
23789;VALTIMONTIE, KUSTAA VAASAN TIE;182242;3387613;6679483;091
46396;LEVÄSENRAMPPI ETELÄÄN;183126;3531603;6973280;297
9674;VINKKILÄ (VEHMAA);188794;3211663;6742395;918
2981;PUHOS(KITEE);22548;3651400;6890120;260
9574;VARKAUDENPORTTI;23056;3543075;6914465;915
1655;MUTALA(JOENSUU);23647;3643301;6948967;167
4703;KONTKALA;23683;3616886;6950284;426
4009;ISOKYLÄ(KEMIJÄRVI);26539;3524840;7400270;320
